Key,Base,Language,Translation
"setting_shizuku_installer_preset_fdroid","F-Droid","it","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","it","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","it","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","it","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","it","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","it","Universal Installer"
"setting_github_title","GitHub","it","GitHub"
"setting_telegram_title","Telegram","it","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","it","universal-installer.pwhs.app"
"setting_rate_title","Rate App","it","Valuta l'app"
"about_creator_subtitle","Pass With High Score","it","Pass With High Score"
"about_license_subtitle","GNU GPL v3","it","GNU GPL v3"
"about_btn_ok","OK","it","OK"
"installer_mode_shizuku","Shizuku","it","Shizuku"
"installer_mode_root","Root","it","Root"
"tv_sync_screen_title","Send to TV","it","Invia alla TV"
"tv_sync_hero_title","Send an app to your TV","it","Invia un'app alla tua TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","it","Sulla TV, apri Universal Installer → Installa, quindi scansiona il QR mostrato lì."
"tv_sync_btn_scan","Scan TV QR","it","Scansiona QR TV"
"tv_sync_prompt_scan","Scan il QR sulla tua TV","it","Scansiona il QR sulla tua TV"
"tv_sync_status_connected","Connected to %1$s","it","Connesso a %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","it","Scegli APK da inviare"
"tv_sync_btn_rescan","Scan a different TV","it","Scansiona un'altra TV"
"tv_sync_status_sending","Sending…","it","Invio…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","it","Inviato ✓ — conferma l'installazione sulla tua TV"
"tv_sync_status_failed","Failed: %1$s","it","Non riuscito: %1$s"
"sync_storage_permission_title","Storage Permission Required","it","Autorizzazione di archiviazione richiesta"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","it","Il server di sincronizzazione necessita dell'accesso completo all'archiviazione per condividere e gestire i file APK. Concedi ""Accesso a tutti i file"" nelle Impostazioni."
"sync_open_settings","Open Settings","it","Apri Impostazioni"
"sync_qr_code_title","Scan QR Code","it","Scansiona codice QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","it","Apri la fotocamera e scansiona questo codice per accedere al server."
"sync_close","Close","it","Chiudi"
"sync_server_offline","Server Offline","it","Server offline"
"sync_server_starting","Starting…","it","Avvio…"
"sync_server_online","Server Online","it","Server online"
"sync_server_error","Error","it","Errore"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","it","Condividi file APK su altri dispositivi sulla stessa rete Wi-Fi."
"sync_server_mode","Server Mode","it","Modalità server"
"sync_server_running","Running","it","In esecuzione"
"sync_server_tap_to_start","Tap to start","it","Tocca per iniziare"
"sync_server_settings","Server Settings","it","Impostazioni server"
"sync_port","Port","it","Porta"
"sync_require_pin","Require PIN","it","Richiedi PIN"
"sync_require_pin_subtitle","Guard transfers with a password","it","Proteggi i trasferimenti con una password"
"sync_pin_code","PIN Code","it","Codice PIN"
"sync_active_downloads","Active Downloads","it","Download attivi"
"sync_active_downloads_count","%d downloading","it","%d in download"
"sync_no_active_downloads","No active downloads","it","Nessun download attivo"
"sync_server_url","Server URL","it","URL server"
"sync_active_transfer","Active Transfer","it","Trasferimento attivo"
"sync_active_transfers_count","Active Transfers (%d)","it","Trasferimenti attivi (%d)"
"sync_add_files_to_share","Add Files to Share","it","Aggiungi file da condividere"
"sync_shared_files_count","Shared Files (%1$d)","it","File condivisi (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","it","Accendi il server per iniziare a condividere i file"
"sync_delete_cd","Delete","it","Elimina"
"sync_percentage","%1$d%%","it","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","it","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","it","Aggiunti %1$d file, saltati %2$d non supportati"
"sync_toast_added","Added %1$d file(s) to Sync Folder","it","Aggiunti %1$d file alla cartella di sincronizzazione"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","it","Nessun file di pacchetto supportato selezionato (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","it","Impossibile copiare i file"
"file_size_gb","%1$.1f GB","it","%1$.1f GB"
"file_size_mb","%1$.1f MB","it","%1$.1f MB"
"file_size_kb","%1$.0f KB","it","%1$.0f KB"
"file_size_b","%1$d B","it","%1$d B"
"setting_retry_root","Retry Root Probe","it","Riprova Root Probe"
"setting_section_interface","Interface","it","Interfaccia"
"setting_section_security","Security","it","Sicurezza"
"setting_lock_install_title","Lock Installations","it","Blocca installazioni"
"setting_lock_install_subtitle","Require biometric to confirm install","it","Richiedi dati biometrici per confermare l'installazione"
"setting_lock_uninstall_title","Lock Uninstalls","it","Blocca disinstallazioni"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","it","Richiedi dati biometrici per confermare la disinstallazione"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","it","Nessun blocco biometrico o dispositivo configurato su questo dispositivo."
"setting_section_sync_short","Sync","it","Sincronizzazione"
"setting_sync_control_panel","Sync Control Panel","it","Pannello di controllo della sincronizzazione"
"setting_section_advanced","Advanced","it","Avanzate"
"setting_vt_api_key_title","VirusTotal API Key","it","Chiave API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","it","Incolla la chiave API qui…"
"setting_diagnostics_title","Diagnostics","it","Diagnostica"
"setting_installer_package_title","Installer Package","it","Pacchetto di installazione"
"backup_settings_title","Backup Settings","it","Impostazioni di backup"
"backup_output_path","Output Path","it","Percorso di output"
"backup_filename_template","Filename Template","it","Modello nome file"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","it","Tag: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","ja","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","ja","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ja",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","ja","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","ja","%d%%"
"apk_info_version_detail","%1$s (%2$d)","ja","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","ja","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","ja","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","ja","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","ja","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ja","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ja","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ja","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ja","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","ja","Universal Installer"
"setting_github_title","GitHub","ja","GitHub"
"setting_telegram_title","Telegram","ja","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","ja","universal-installer.pwhs.app"
"setting_rate_title","Rate App","ja","アプリを評価"
"about_creator_subtitle","Pass With High Score","ja","Pass With High Score"
"about_license_subtitle","GNU GPL v3","ja","GNU GPL v3"
"about_btn_ok","OK","ja","OK"
"installer_mode_shizuku","Shizuku","ja","Shizuku"
"installer_mode_root","Root","ja","Root"
"tv_sync_screen_title","Send to TV","ja","TVに送信"
"tv_sync_hero_title","Send an app to your TV","ja","アプリをTVに送信"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ja","TVで、Universal Installer → インストール を開き、そこに表示されているQRをスキャンします。"
"tv_sync_btn_scan","Scan TV QR","ja","TVのQRをスキャン"
"tv_sync_prompt_scan","Scan the QR on your TV","ja","TVのQRをスキャンしてください"
"tv_sync_status_connected","Connected to %1$s","ja","%1$s に接続しました"
"tv_sync_btn_choose_apk","Choose APK to send","ja","送信するAPKを選択"
"tv_sync_btn_rescan","Scan a different TV","ja","別のTVをスキャン"
"tv_sync_status_sending","Sending…","ja","送信中…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ja","送信完了 ✓ — TVでインストールを確認してください"
"tv_sync_status_failed","Failed: %1$s","ja","失敗: %1$s"
"sync_storage_permission_title","Storage Permission Required","ja","ストレージ権限が必要です"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","ja","同期サーバーがAPKファイルを共有および管理するには、ストレージへのフルアクセスが必要です。設定で「すべてのファイルへのアクセス」を許可してください。"
"sync_open_settings","Open Settings","ja","設定を開く"
"sync_qr_code_title","Scan QR Code","ja","QRコードをスキャン"
"sync_qr_code_message","Open your camera and scan this code to access the server.","ja","カメラを開いてこのコードをスキャンし、サーバーにアクセスしてください。"
"sync_close","Close","ja","閉じる"
"sync_server_offline","Server Offline","ja","サーバーオフライン"
"sync_server_starting","Starting…","ja","起動中…"
"sync_server_online","Server Online","ja","サーバーオンライン"
"sync_server_error","Error","ja","エラー"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ja","同じWi-Fiネットワーク上の他のデバイスにAPKファイルを共有します。"
"sync_server_mode","Server Mode","ja","サーバーモード"
"sync_server_running","Running","ja","実行中"
"sync_server_tap_to_start","Tap to start","ja","タップして開始"
"sync_server_settings","Server Settings","ja","サーバー設定"
"sync_port","Port","ja","ポート"
"sync_require_pin","Require PIN","ja","PINを要求する"
"sync_require_pin_subtitle","Guard transfers with a password","ja","パスワードで転送を保護する"
"sync_pin_code","PIN Code","ja","PINコード"
"sync_active_downloads","Active Downloads","ja","アクティブなダウンロード"
"sync_active_downloads_count","%d downloading","ja","%d 件ダウンロード中"
"sync_no_active_downloads","No active downloads","ja","アクティブなダウンロードはありません"
"sync_server_url","Server URL","ja","サーバーURL"
"sync_active_transfer","Active Transfer","ja","アクティブな転送"
"sync_active_transfers_count","Active Transfers (%d)","ja","アクティブな転送 (%d)"
"sync_add_files_to_share","Add Files to Share","ja","共有するファイルを追加"
"sync_shared_files_count","Shared Files (%1$d)","ja","共有ファイル (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","ja","ファイルを共有するにはサーバーをオンにしてください"
"sync_delete_cd","Delete","ja","削除"
"sync_percentage","%1$d%%","ja","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","ja","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ja","%1$d個のファイルを追加し、%2$d個の非対応ファイルをスキップしました"
"sync_toast_added","Added %1$d file(s) to Sync Folder","ja","同期フォルダに%1$d個のファイルを追加しました"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ja","対応するパッケージファイルが選択されていません (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","ja","ファイルのコピーに失敗しました"
"file_size_gb","%1$.1f GB","ja","%1$.1f GB"
"file_size_mb","%1$.1f MB","ja","%1$.1f MB"
"file_size_kb","%1$.0f KB","ja","%1$.0f KB"
"file_size_b","%1$d B","ja","%1$d B"
"setting_retry_root","Retry Root Probe","ja","Rootプローブを再試行"
"setting_section_interface","Interface","ja","インターフェース"
"setting_section_security","Security","ja","セキュリティ"
"setting_lock_install_title","Lock Installations","ja","インストールをロック"
"setting_lock_install_subtitle","Require biometric to confirm install","ja","インストールの確認に生体認証を要求する"
"setting_lock_uninstall_title","Lock Uninstalls","ja","アンインストールをロック"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ja","アンインストールの確認に生体認証を要求する"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ja","このデバイスには生体認証またはデバイスロックが設定されていません。"
"setting_section_sync_short","Sync","ja","同期"
"setting_sync_control_panel","Sync Control Panel","ja","同期コントロールパネル"
"setting_section_advanced","Advanced","ja","詳細設定"
"setting_vt_api_key_title","VirusTotal API Key","ja","VirusTotal APIキー"
"setting_vt_api_key_placeholder","Paste API key here…","ja","ここにAPIキーを貼り付けてください…"
"setting_diagnostics_title","Diagnostics","ja","診断"
"setting_installer_package_title","Installer Package","ja","インストーラパッケージ"
"backup_settings_title","Backup Settings","ja","バックアップ設定"
"backup_output_path","Output Path","ja","出力パス"
"backup_filename_template","Filename Template","ja","ファイル名のテンプレート"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ja","タグ: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","ko","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","ko","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ko",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","ko","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","ko","%d%%"
"apk_info_version_detail","%1$s (%2$d)","ko","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","ko","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","ko","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","ko","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","ko","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ko","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ko","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ko","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ko","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","ko","Universal Installer"
"setting_github_title","GitHub","ko","GitHub"
"setting_telegram_title","Telegram","ko","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","ko","universal-installer.pwhs.app"
"setting_rate_title","Rate App","ko","앱 평가하기"
"about_creator_subtitle","Pass With High Score","ko","Pass With High Score"
"about_license_subtitle","GNU GPL v3","ko","GNU GPL v3"
"about_btn_ok","OK","ko","확인"
"installer_mode_shizuku","Shizuku","ko","Shizuku"
"installer_mode_root","Root","ko","Root"
"tv_sync_screen_title","Send to TV","ko","TV로 보내기"
"tv_sync_hero_title","Send an app to your TV","ko","TV로 앱 보내기"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ko","TV에서 Universal Installer → Install을 열고 거기에 표시된 QR 코드를 스캔하세요."
"tv_sync_btn_scan","Scan TV QR","ko","TV QR 스캔"
"tv_sync_prompt_scan","Scan the QR on your TV","ko","TV의 QR 코드를 스캔하세요"
"tv_sync_status_connected","Connected to %1$s","ko","%1$s에 연결됨"
"tv_sync_btn_choose_apk","Choose APK to send","ko","보낼 APK 선택"
"tv_sync_btn_rescan","Scan a different TV","ko","다른 TV 스캔"
"tv_sync_status_sending","Sending…","ko","보내는 중…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ko","전송 완료 ✓ — TV에서 설치를 확인하세요"
"tv_sync_status_failed","Failed: %1$s","ko","실패: %1$s"
"sync_storage_permission_title","Storage Permission Required","ko","저장소 권한 필요"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","ko","동기화 서버가 APK 파일을 공유하고 관리하려면 모든 저장소 접근 권한이 필요합니다. 설정에서 ""모든 파일 접근""을 허용해 주세요."
"sync_open_settings","Open Settings","ko","설정 열기"
"sync_qr_code_title","Scan QR Code","ko","QR 코드 스캔"
"sync_qr_code_message","Open your camera and scan this code to access the server.","ko","카메라를 열고 이 코드를 스캔하여 서버에 액세스하세요."
"sync_close","Close","ko","닫기"
"sync_server_offline","Server Offline","ko","서버 오프라인"
"sync_server_starting","Starting…","ko","시작 중…"
"sync_server_online","Server Online","ko","서버 온라인"
"sync_server_error","Error","ko","오류"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ko","동일한 Wi-Fi 네트워크에 있는 다른 기기와 APK 파일을 공유하세요."
"sync_server_mode","Server Mode","ko","서버 모드"
"sync_server_running","Running","ko","실행 중"
"sync_server_tap_to_start","Tap to start","ko","탭하여 시작"
"sync_server_settings","Server Settings","ko","서버 설정"
"sync_port","Port","ko","포트"
"sync_require_pin","Require PIN","ko","PIN 요구"
"sync_require_pin_subtitle","Guard transfers with a password","ko","비밀번호로 전송 보호"
"sync_pin_code","PIN Code","ko","PIN 코드"
"sync_active_downloads","Active Downloads","ko","활성 다운로드"
"sync_active_downloads_count","%d downloading","ko","%d개 다운로드 중"
"sync_no_active_downloads","No active downloads","ko","활성 다운로드 없음"
"sync_server_url","Server URL","ko","서버 URL"
"sync_active_transfer","Active Transfer","ko","활성 전송"
"sync_active_transfers_count","Active Transfers (%d)","ko","활성 전송 (%d)"
"sync_add_files_to_share","Add Files to Share","ko","공유할 파일 추가"
"sync_shared_files_count","Shared Files (%1$d)","ko","공유된 파일 (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","ko","파일 공유를 시작하려면 서버를 켜세요"
"sync_delete_cd","Delete","ko","삭제"
"sync_percentage","%1$d%%","ko","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","ko","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ko","%1$d개의 파일을 추가하고, 지원되지 않는 %2$d개의 파일을 건너뛰었습니다"
"sync_toast_added","Added %1$d file(s) to Sync Folder","ko","동기화 폴더에 %1$d개의 파일을 추가했습니다"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ko","지원되는 패키지 파일이 선택되지 않았습니다 (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","ko","파일 복사 실패"
"file_size_gb","%1$.1f GB","ko","%1$.1f GB"
"file_size_mb","%1$.1f MB","ko","%1$.1f MB"
"file_size_kb","%1$.0f KB","ko","%1$.0f KB"
"file_size_b","%1$d B","ko","%1$d B"
"setting_retry_root","Retry Root Probe","ko","루트 프로브 재시도"
"setting_section_interface","Interface","ko","인터페이스"
"setting_section_security","Security","ko","보안"
"setting_lock_install_title","Lock Installations","ko","설치 잠금"
"setting_lock_install_subtitle","Require biometric to confirm install","ko","설치 확인을 위해 생체 인식 필요"
"setting_lock_uninstall_title","Lock Uninstalls","ko","제거 잠금"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ko","제거 확인을 위해 생체 인식 필요"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ko","이 기기에는 생체 인식 또는 기기 잠금이 설정되어 있지 않습니다."
"setting_section_sync_short","Sync","ko","동기화"
"setting_sync_control_panel","Sync Control Panel","ko","동기화 제어판"
"setting_section_advanced","Advanced","ko","고급"
"setting_vt_api_key_title","VirusTotal API Key","ko","VirusTotal API 키"
"setting_vt_api_key_placeholder","Paste API key here…","ko","여기에 API 키 붙여넣기…"
"setting_diagnostics_title","Diagnostics","ko","진단"
"setting_installer_package_title","Installer Package","ko","설치 패키지"
"backup_settings_title","Backup Settings","ko","백업 설정"
"backup_output_path","Output Path","ko","출력 경로"
"backup_filename_template","Filename Template","ko","파일 이름 템플릿"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ko","태그: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","pt-rBR","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","pt-rBR","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","pt-rBR",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","pt-rBR","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","pt-rBR","%d%%"
"apk_info_version_detail","%1$s (%2$d)","pt-rBR","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","pt-rBR","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","pt-rBR","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","pt-rBR","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","pt-rBR","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","pt-rBR","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","pt-rBR","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","pt-rBR","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","pt-rBR","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","pt-rBR","Universal Installer"
"setting_github_title","GitHub","pt-rBR","GitHub"
"setting_telegram_title","Telegram","pt-rBR","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","pt-rBR","universal-installer.pwhs.app"
"setting_rate_title","Rate App","pt-rBR","Avaliar aplicativo"
"about_creator_subtitle","Pass With High Score","pt-rBR","Pass With High Score"
"about_license_subtitle","GNU GPL v3","pt-rBR","GNU GPL v3"
"about_btn_ok","OK","pt-rBR","OK"
"installer_mode_shizuku","Shizuku","pt-rBR","Shizuku"
"installer_mode_root","Root","pt-rBR","Root"
"tv_sync_screen_title","Send to TV","pt-rBR","Enviar para a TV"
"tv_sync_hero_title","Send an app to your TV","pt-rBR","Envie um aplicativo para sua TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","pt-rBR","Na TV, abra o Universal Installer → Install e escaneie o código QR exibido."
"tv_sync_btn_scan","Scan TV QR","pt-rBR","Escanear QR da TV"
"tv_sync_prompt_scan","Scan the QR on your TV","pt-rBR","Escaneie o código QR na sua TV"
"tv_sync_status_connected","Connected to %1$s","pt-rBR","Conectado a %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","pt-rBR","Escolha o APK para enviar"
"tv_sync_btn_rescan","Scan a different TV","pt-rBR","Escanear outra TV"
"tv_sync_status_sending","Sending…","pt-rBR","Enviando…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","pt-rBR","Enviado ✓ — confirme a instalação na sua TV"
"tv_sync_status_failed","Failed: %1$s","pt-rBR","Falha: %1$s"
"sync_storage_permission_title","Storage Permission Required","pt-rBR","Permissão de armazenamento necessária"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","pt-rBR","O servidor de sincronização precisa de acesso total ao armazenamento para compartilhar e gerenciar arquivos APK. Por favor, conceda ""Acesso a todos os arquivos"" nas Configurações."
"sync_open_settings","Open Settings","pt-rBR","Abrir Configurações"
"sync_qr_code_title","Scan QR Code","pt-rBR","Escanear Código QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","pt-rBR","Abra a câmera e escaneie este código para acessar o servidor."
"sync_close","Close","pt-rBR","Fechar"
"sync_server_offline","Server Offline","pt-rBR","Servidor Offline"
"sync_server_starting","Starting…","pt-rBR","Iniciando…"
"sync_server_online","Server Online","pt-rBR","Servidor Online"
"sync_server_error","Error","pt-rBR","Erro"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","pt-rBR","Compartilhe arquivos APK com outros dispositivos na mesma rede Wi-Fi."
"sync_server_mode","Server Mode","pt-rBR","Modo Servidor"
"sync_server_running","Running","pt-rBR","Em execução"
"sync_server_tap_to_start","Tap to start","pt-rBR","Toque para iniciar"
"sync_server_settings","Server Settings","pt-rBR","Configurações do Servidor"
"sync_port","Port","pt-rBR","Porta"
"sync_require_pin","Require PIN","pt-rBR","Exigir PIN"
"sync_require_pin_subtitle","Guard transfers with a password","pt-rBR","Proteger transferências com uma senha"
"sync_pin_code","PIN Code","pt-rBR","Código PIN"
"sync_active_downloads","Active Downloads","pt-rBR","Downloads Ativos"
"sync_active_downloads_count","%d downloading","pt-rBR","%d baixando"
"sync_no_active_downloads","No active downloads","pt-rBR","Nenhum download ativo"
"sync_server_url","Server URL","pt-rBR","URL do Servidor"
"sync_active_transfer","Active Transfer","pt-rBR","Transferência Ativa"
"sync_active_transfers_count","Active Transfers (%d)","pt-rBR","Transferências Ativas (%d)"
"sync_add_files_to_share","Add Files to Share","pt-rBR","Adicionar arquivos para compartilhar"
"sync_shared_files_count","Shared Files (%1$d)","pt-rBR","Arquivos Compartilhados (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","pt-rBR","Ligue o servidor para começar a compartilhar arquivos"
"sync_delete_cd","Delete","pt-rBR","Excluir"
"sync_percentage","%1$d%%","pt-rBR","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","pt-rBR","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","pt-rBR","%1$d arquivo(s) adicionado(s), %2$d não suportado(s) ignorado(s)"
"sync_toast_added","Added %1$d file(s) to Sync Folder","pt-rBR","%1$d arquivo(s) adicionado(s) à pasta de sincronização"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","pt-rBR","Nenhum arquivo de pacote suportado selecionado (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","pt-rBR","Falha ao copiar arquivos"
"file_size_gb","%1$.1f GB","pt-rBR","%1$.1f GB"
"file_size_mb","%1$.1f MB","pt-rBR","%1$.1f MB"
"file_size_kb","%1$.0f KB","pt-rBR","%1$.0f KB"
"file_size_b","%1$d B","pt-rBR","%1$d B"
"setting_retry_root","Retry Root Probe","pt-rBR","Tentar novamente o Root Probe"
"setting_section_interface","Interface","pt-rBR","Interface"
"setting_section_security","Security","pt-rBR","Segurança"
"setting_lock_install_title","Lock Installations","pt-rBR","Bloquear Instalações"
"setting_lock_install_subtitle","Require biometric to confirm install","pt-rBR","Exigir biometria para confirmar a instalação"
"setting_lock_uninstall_title","Lock Uninstalls","pt-rBR","Bloquear Desinstalações"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","pt-rBR","Exigir biometria para confirmar a desinstalação"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","pt-rBR","Nenhuma biometria ou bloqueio de dispositivo configurado neste dispositivo."
"setting_section_sync_short","Sync","pt-rBR","Sincronização"
"setting_sync_control_panel","Sync Control Panel","pt-rBR","Painel de Controle de Sincronização"
"setting_section_advanced","Advanced","pt-rBR","Avançado"
"setting_vt_api_key_title","VirusTotal API Key","pt-rBR","Chave da API do VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","pt-rBR","Cole a chave da API aqui…"
"setting_diagnostics_title","Diagnostics","pt-rBR","Diagnósticos"
"setting_installer_package_title","Installer Package","pt-rBR","Pacote do Instalador"
"backup_settings_title","Backup Settings","pt-rBR","Configurações de Backup"
"backup_output_path","Output Path","pt-rBR","Caminho de Saída"
"backup_filename_template","Filename Template","pt-rBR","Modelo de Nome de Arquivo"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","pt-rBR","Tags: {name}, {pkg}, {version}, {code}"
"file_size_gb","%1$.1f GB","pt-rBR","%1$.1f GB"
"file_size_mb","%1$.1f MB","pt-rBR","%1$.1f MB"
"file_size_kb","%1$.0f KB","pt-rBR","%1$.0f KB"
"file_size_b","%1$d B","pt-rBR","%1$d B"
"setting_retry_root","Retry Root Probe","pt-rBR","Repetir Teste de Root"
"setting_section_interface","Interface","pt-rBR","Interface"
"setting_section_security","Security","pt-rBR","Segurança"
"setting_lock_install_title","Lock Installations","pt-rBR","Bloquear Instalações"
"setting_lock_install_subtitle","Require biometric to confirm install","pt-rBR","Exigir biometria para confirmar instalação"
"setting_lock_uninstall_title","Lock Uninstalls","pt-rBR","Bloquear Desinstalações"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","pt-rBR","Exigir biometria para confirmar desinstalação"
