name,locale,translated_value
"setting_lock_install_subtitle","ko","설치 확인을 위해 생체 인식 필요"
"setting_lock_uninstall_title","ko","제거 잠금"
"setting_lock_uninstall_subtitle","ko","제거 확인을 위해 생체 인식 필요"
"setting_biometric_unavailable","ko","이 기기에는 생체 인식 또는 기기 잠금이 설정되어 있지 않습니다."
"setting_section_sync_short","ko","동기화"
"setting_sync_control_panel","ko","동기화 제어판"
"setting_section_advanced","ko","고급"
"setting_vt_api_key_title","ko","VirusTotal API 키"
"setting_vt_api_key_placeholder","ko","여기에 API 키 붙여넣기…"
"setting_diagnostics_title","ko","진단"
"setting_installer_package_title","ko","설치 패키지"
"backup_settings_title","ko","백업 설정"
"backup_output_path","ko","출력 경로"
"backup_filename_template","ko","파일 이름 템플릿"
"backup_tags_hint","ko","태그: {name}, {pkg}, {version}, {code}"
"app_name","pt-rBR","Universal Installer"
"download_notif_running_text","pt-rBR","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub","pt-rBR",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","pt-rBR","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","pt-rBR","%d%%"
"apk_info_version_detail","pt-rBR","%1$s (%2$d)"
"uninstall_current_sort_summary","pt-rBR","%1$s %2$s"
"setting_shizuku_installer_preset_play","pt-rBR","Google Play Store"
"setting_shizuku_installer_preset_aurora","pt-rBR","Aurora Store"
"setting_shizuku_installer_preset_fdroid","pt-rBR","F-Droid"
"setting_shizuku_installer_preset_amazon","pt-rBR","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","pt-rBR","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","pt-rBR","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","pt-rBR","Xiaomi GetApps"
"setting_about_app_name","pt-rBR","Universal Installer"
"setting_github_title","pt-rBR","GitHub"
"setting_telegram_title","pt-rBR","Telegram"
"setting_website_subtitle","pt-rBR","universal-installer.pwhs.app"
"setting_rate_title","pt-rBR","Avaliar aplicativo"
"about_creator_subtitle","pt-rBR","Pass With High Score"
"about_license_subtitle","pt-rBR","GNU GPL v3"
"about_btn_ok","pt-rBR","OK"
"installer_mode_shizuku","pt-rBR","Shizuku"
"installer_mode_root","pt-rBR","Root"
"tv_sync_screen_title","pt-rBR","Enviar para a TV"
"tv_sync_hero_title","pt-rBR","Envie um aplicativo para sua TV"
"tv_sync_instructions","pt-rBR","Na TV, abra o Universal Installer → Install e escaneie o código QR exibido."
"tv_sync_btn_scan","pt-rBR","Escanear QR da TV"
"tv_sync_prompt_scan","pt-rBR","Escaneie o código QR na sua TV"
"tv_sync_status_connected","pt-rBR","Conectado a %1$s"
"tv_sync_btn_choose_apk","pt-rBR","Escolha o APK para enviar"
"tv_sync_btn_rescan","pt-rBR","Escanear outra TV"
"tv_sync_status_sending","pt-rBR","Enviando…"
"tv_sync_status_sent","pt-rBR","Enviado ✓ — confirme a instalação na sua TV"
"tv_sync_status_failed","pt-rBR","Falha: %1$s"
"sync_storage_permission_title","pt-rBR","Permissão de armazenamento necessária"
"sync_storage_permission_message","pt-rBR","O servidor de sincronização precisa de acesso total ao armazenamento para compartilhar e gerenciar arquivos APK. Por favor, conceda Acesso a todos os arquivos nas Configurações."
"sync_open_settings","pt-rBR","Abrir Configurações"
"sync_qr_code_title","pt-rBR","Escanear Código QR"
"sync_qr_code_message","pt-rBR","Abra a câmera e escaneie este código para acessar o servidor."
"sync_close","pt-rBR","Fechar"
"sync_server_offline","pt-rBR","Servidor Offline"
"sync_server_starting","pt-rBR","Iniciando…"
"sync_server_online","pt-rBR","Servidor Online"
"sync_server_error","pt-rBR","Erro"
"sync_hero_subtitle","pt-rBR","Compartilhe arquivos APK com outros dispositivos na mesma rede Wi-Fi."
"sync_server_mode","pt-rBR","Modo Servidor"
"sync_server_running","pt-rBR","Em execução"
"sync_server_tap_to_start","pt-rBR","Toque para iniciar"
"sync_server_settings","pt-rBR","Configurações do Servidor"
"sync_port","pt-rBR","Porta"
"sync_require_pin","pt-rBR","Exigir PIN"
"sync_require_pin_subtitle","pt-rBR","Proteger transferências com uma senha"
"sync_pin_code","pt-rBR","Código PIN"
"sync_active_downloads","pt-rBR","Downloads Ativos"
"sync_active_downloads_count","pt-rBR","%d baixando"
"sync_no_active_downloads","pt-rBR","Nenhum download ativo"
"sync_server_url","pt-rBR","URL do Servidor"
"sync_active_transfer","pt-rBR","Transferência Ativa"
"sync_active_transfers_count","pt-rBR","Transferências Ativas (%d)"
"sync_add_files_to_share","pt-rBR","Adicionar arquivos para compartilhar"
"sync_shared_files_count","pt-rBR","Arquivos Compartilhados (%1$d)"
"sync_empty_state_message","pt-rBR","Ligue o servidor para começar a compartilhar arquivos"
"sync_delete_cd","pt-rBR","Excluir"
"sync_percentage","pt-rBR","%1$d%%"
"sync_transfer_progress","pt-rBR","%1$s / %2$s"
"sync_toast_added_skipped","pt-rBR","%1$d arquivo(s) adicionado(s), %2$d não suportado(s) ignorado(s)"
"sync_toast_added","pt-rBR","%1$d arquivo(s) adicionado(s) à pasta de sincronização"
"sync_toast_unsupported","pt-rBR","Nenhum arquivo de pacote suportado selecionado (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","pt-rBR","Falha ao copiar arquivos"
"file_size_gb","pt-rBR","%1$.1f GB"
"file_size_mb","pt-rBR","%1$.1f MB"
"file_size_kb","pt-rBR","%1$.0f KB"
"file_size_b","pt-rBR","%1$d B"
"setting_retry_root","pt-rBR","Tentar novamente o Root Probe"
"setting_section_interface","pt-rBR","Interface"
"setting_section_security","pt-rBR","Segurança"
"setting_lock_install_title","pt-rBR","Bloquear Instalações"
"setting_lock_install_subtitle","pt-rBR","Exigir biometria para confirmar a instalação"
"setting_lock_uninstall_title","pt-rBR","Bloquear Desinstalações"
"setting_lock_uninstall_subtitle","pt-rBR","Exigir biometria para confirmar a desinstalação"
"setting_biometric_unavailable","pt-rBR","Nenhuma biometria ou bloqueio de dispositivo configurado neste dispositivo."
"setting_section_sync_short","pt-rBR","Sincronização"
"setting_sync_control_panel","pt-rBR","Painel de Controle de Sincronização"
"setting_section_advanced","pt-rBR","Avançado"
"setting_vt_api_key_title","pt-rBR","Chave da API do VirusTotal"
"setting_vt_api_key_placeholder","pt-rBR","Cole a chave da API aqui…"
"setting_diagnostics_title","pt-rBR","Diagnósticos"
"setting_installer_package_title","pt-rBR","Pacote do Instalador"
"backup_settings_title","pt-rBR","Configurações de Backup"
"backup_output_path","pt-rBR","Caminho de Saída"
"backup_filename_template","pt-rBR","Modelo de Nome de Arquivo"
"backup_tags_hint","pt-rBR","Tags: {name}, {pkg}, {version}, {code}"
"file_size_gb","pt-rBR","%1$.1f GB"
"file_size_mb","pt-rBR","%1$.1f MB"
"file_size_kb","pt-rBR","%1$.0f KB"
"file_size_b","pt-rBR","%1$d B"
"setting_retry_root","pt-rBR","Repetir Teste de Root"
"setting_section_interface","pt-rBR","Interface"
"setting_section_security","pt-rBR","Segurança"
"setting_lock_install_title","pt-rBR","Bloquear Instalações"
"setting_lock_install_subtitle","pt-rBR","Exigir biometria para confirmar instalação"
"setting_lock_uninstall_title","pt-rBR","Bloquear Desinstalações"
"setting_lock_uninstall_subtitle","pt-rBR","Exigir biometria para confirmar desinstalação"
"setting_biometric_unavailable","pt-rBR","Nenhuma biometria ou bloqueio de tela configurado neste dispositivo."
"setting_section_sync_short","pt-rBR","Sincronizar"
"setting_sync_control_panel","pt-rBR","Painel de Sincronização"
"setting_section_advanced","pt-rBR","Avançado"
"setting_vt_api_key_title","pt-rBR","Chave de API do VirusTotal"
"setting_vt_api_key_placeholder","pt-rBR","Cole a chave de API aqui…"
"setting_diagnostics_title","pt-rBR","Diagnósticos"
"setting_installer_package_title","pt-rBR","Pacote do Instalador"
"backup_settings_title","pt-rBR","Configurações de Backup"
"backup_output_path","pt-rBR","Caminho de Saída"
"backup_filename_template","pt-rBR","Modelo de Nome de Arquivo"
"backup_tags_hint","pt-rBR","Tags: {name}, {pkg}, {version}, {code}"
"tv_sync_screen_title","ro","Trimite către TV"
"tv_sync_hero_title","ro","Trimite o aplicație către TV"
"tv_sync_instructions","ro","Pe TV, deschide Universal Installer → Instalare, apoi scanează codul QR afișat acolo."
"tv_sync_btn_scan","ro","Scanează QR-ul TV-ului"
"tv_sync_prompt_scan","ro","Scanează codul QR de pe TV-ul tău"
"tv_sync_status_connected","ro","Conectat la %1$s"
"tv_sync_btn_choose_apk","ro","Alege APK-ul de trimis"
"tv_sync_btn_rescan","ro","Scanează alt TV"
"tv_sync_status_sending","ro","Se trimite…"
"tv_sync_status_sent","ro","Trimis ✓ — confirmă instalarea pe TV"
"tv_sync_status_failed","ro","A eșuat: %1$s"
"sync_storage_permission_title","ro","Este necesară permisiunea de stocare"
"sync_storage_permission_message","ro","Serverul de sincronizare are nevoie de acces complet la stocare pentru a partaja și gestiona fișiere APK. Vă rugăm să acordați Acces la toate fișierele în Setări."
"sync_open_settings","ro","Deschide Setările"
"sync_qr_code_title","ro","Scanează codul QR"
"sync_qr_code_message","ro","Deschide camera și scanează acest cod pentru a accesa serverul."
"sync_close","ro","Închide"
"sync_server_offline","ro","Server Deconectat"
"sync_server_starting","ro","Pornire…"
"sync_server_online","ro","Server Conectat"
"sync_server_error","ro","Eroare"
"sync_hero_subtitle","ro","Partajează fișiere APK cu alte dispozitive din aceeași rețea Wi-Fi."
"sync_server_mode","ro","Mod Server"
"sync_server_running","ro","În execuție"
"sync_server_tap_to_start","ro","Apasă pentru a porni"
"sync_server_settings","ro","Setări Server"
"sync_port","ro","Port"
"sync_require_pin","ro","Necesită PIN"
"sync_require_pin_subtitle","ro","Protejează transferurile cu o parolă"
"sync_pin_code","ro","Cod PIN"
"sync_active_downloads","ro","Descărcări Active"
"sync_active_downloads_count","ro","Se descarcă %d"
"sync_no_active_downloads","ro","Fără descărcări active"
"sync_server_url","ro","URL Server"
"sync_active_transfer","ro","Transfer Activ"
"sync_active_transfers_count","ro","Transferuri Active (%d)"
"sync_add_files_to_share","ro","Adaugă Fișiere pentru Partajare"
"sync_shared_files_count","ro","Fișiere Partajate (%1$d)"
"sync_empty_state_message","ro","Pornește serverul pentru a începe partajarea fișierelor"
"sync_delete_cd","ro","Șterge"
"sync_percentage","ro","%1$d%%"
"sync_transfer_progress","ro","%1$s / %2$s"
"sync_toast_added_skipped","ro","S-au adăugat %1$d fișier(e), s-au omis %2$d neacceptate"
"sync_toast_added","ro","S-au adăugat %1$d fișier(e) la Dosarul Sincronizare"
"sync_toast_unsupported","ro","Nu a fost selectat niciun pachet de fișiere acceptat (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","ro","Copiarea fișierelor a eșuat"
"file_size_gb","ro","%1$.1f GB"
"file_size_mb","ro","%1$.1f MB"
"file_size_kb","ro","%1$.0f KB"
"file_size_b","ro","%1$d B"
"setting_retry_root","ro","Reîncearcă testul Root"
"setting_section_interface","ro","Interfață"
"setting_section_security","ro","Securitate"
"setting_lock_install_title","ro","Blochează instalările"
"setting_lock_install_subtitle","ro","Necesită autentificare biometrică pentru instalare"
"setting_lock_uninstall_title","ro","Blochează dezinstalările"
"setting_lock_uninstall_subtitle","ro","Necesită autentificare biometrică pentru dezinstalare"
"setting_biometric_unavailable","ro","Nu este configurată autentificarea biometrică sau blocarea dispozitivului."
"setting_section_sync_short","ro","Sincronizare"
"setting_sync_control_panel","ro","Panou Control Sincronizare"
"setting_section_advanced","ro","Avansat"
"setting_vt_api_key_title","ro","Cheie API VirusTotal"
"setting_vt_api_key_placeholder","ro","Lipește cheia API aici…"
"setting_diagnostics_title","ro","Diagnosticare"
"setting_installer_package_title","ro","Pachet Instalator"
"backup_settings_title","ro","Setări Copie de Siguranță"
"backup_output_path","ro","Calea de ieșire"
"backup_filename_template","ro","Șablon Nume Fișier"
"backup_tags_hint","ro","Etichete: {name}, {pkg}, {version}, {code}"
"app_name","ru","Universal Installer"
"download_notif_running_text","ru","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub","ru",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","ru","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","ru","%d%%"
"apk_info_version_detail","ru","%1$s (%2$d)"
"uninstall_current_sort_summary","ru","%1$s %2$s"
"setting_shizuku_installer_preset_play","ru","Google Play Store"
"setting_shizuku_installer_preset_aurora","ru","Aurora Store"
"setting_shizuku_installer_preset_fdroid","ru","F-Droid"
"setting_shizuku_installer_preset_amazon","ru","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","ru","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","ru","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","ru","Xiaomi GetApps"
"setting_about_app_name","ru","Universal Installer"
"setting_github_title","ru","GitHub"
"setting_telegram_title","ru","Telegram"
"setting_website_subtitle","ru","universal-installer.pwhs.app"
"setting_rate_title","ru","Оценить приложение"
"about_creator_subtitle","ru","Pass With High Score"
"about_license_subtitle","ru","GNU GPL v3"
"about_btn_ok","ru","ОК"
"installer_mode_shizuku","ru","Shizuku"
"installer_mode_root","ru","Root"
"tv_sync_screen_title","ru","Отправить на ТВ"
"tv_sync_hero_title","ru","Отправить приложение на ваш ТВ"
"tv_sync_instructions","ru","На ТВ откройте Universal Installer → Установить, затем отсканируйте показанный там QR-код."
"tv_sync_btn_scan","ru","Сканировать QR-код ТВ"
"tv_sync_prompt_scan","ru","Отсканируйте QR-код на вашем ТВ"
"tv_sync_status_connected","ru","Подключено к %1$s"
"tv_sync_btn_choose_apk","ru","Выберите APK для отправки"
"tv_sync_btn_rescan","ru","Сканировать другой ТВ"
"tv_sync_status_sending","ru","Отправка…"
"tv_sync_status_sent","ru","Отправлено ✓ — подтвердите установку на вашем ТВ"
"tv_sync_status_failed","ru","Ошибка: %1$s"
"sync_storage_permission_title","ru","Требуется разрешение к памяти"
"sync_storage_permission_message","ru","Серверу синхронизации нужен полный доступ к хранилищу для обмена и управления APK-файлами. Пожалуйста, предоставьте Доступ ко всем файлам в Настройках."
"sync_open_settings","ru","Открыть настройки"
"sync_qr_code_title","ru","Сканировать QR-код"
"sync_qr_code_message","ru","Откройте камеру и отсканируйте этот код для доступа к серверу."
"sync_close","ru","Закрыть"
"sync_server_offline","ru","Сервер выключен"
"sync_server_starting","ru","Запуск…"
"sync_server_online","ru","Сервер онлайн"
"sync_server_error","ru","Ошибка"
"sync_hero_subtitle","ru","Делитесь файлами APK с другими устройствами в этой же Wi-Fi сети."
"sync_server_mode","ru","Режим сервера"
"sync_server_running","ru","Запущен"
"sync_server_tap_to_start","ru","Нажмите для запуска"
"sync_server_settings","ru","Настройки сервера"
"sync_port","ru","Порт"
"sync_require_pin","ru","Требовать PIN"
"sync_require_pin_subtitle","ru","Защитите передачу паролем"
"sync_pin_code","ru","PIN-код"
"sync_active_downloads","ru","Активные загрузки"
"sync_active_downloads_count","ru","Загружается %d"
"sync_no_active_downloads","ru","Нет активных загрузок"
"sync_server_url","ru","URL сервера"
"sync_active_transfer","ru","Активная передача"
"sync_active_transfers_count","ru","Активные передачи (%d)"
"sync_add_files_to_share","ru","Добавить файлы для обмена"
"sync_shared_files_count","ru","Общие файлы (%1$d)"
"sync_empty_state_message","ru","Включите сервер, чтобы начать делиться файлами"
"sync_delete_cd","ru","Удалить"
"sync_percentage","ru","%1$d%%"
"sync_transfer_progress","ru","%1$s / %2$s"
"sync_toast_added_skipped","ru","Добавлено %1$d файлов, пропущено %2$d неподдерживаемых"
"sync_toast_added","ru","Добавлено %1$d файлов в папку синхронизации"
"sync_toast_unsupported","ru","Не выбрано поддерживаемых файлов (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","ru","Не удалось скопировать файлы"
"file_size_gb","ru","%1$.1f ГБ"
"file_size_mb","ru","%1$.1f МБ"
"file_size_kb","ru","%1$.0f КБ"
"file_size_b","ru","%1$d Б"
"setting_retry_root","ru","Повторить проверку Root"
"setting_section_interface","ru","Интерфейс"
"setting_section_security","ru","Безопасность"
"setting_lock_install_title","ru","Блокировка установок"
"setting_lock_install_subtitle","ru","Требовать биометрию для подтверждения установки"
"setting_lock_uninstall_title","ru","Блокировка удалений"
"setting_lock_uninstall_subtitle","ru","Требовать биометрию для подтверждения удаления"
"setting_biometric_unavailable","ru","На этом устройстве не настроена биометрия или блокировка экрана."
"setting_section_sync_short","ru","Синхронизация"
"setting_sync_control_panel","ru","Панель синхронизации"
"setting_section_advanced","ru","Дополнительно"
"setting_vt_api_key_title","ru","API-ключ VirusTotal"
"setting_vt_api_key_placeholder","ru","Вставьте API-ключ сюда…"
"setting_diagnostics_title","ru","Диагностика"
"setting_installer_package_title","ru","Пакет установщика"
"backup_settings_title","ru","Настройки резервного копирования"
"backup_output_path","ru","Путь сохранения"
"backup_filename_template","ru","Шаблон имени файла"
"backup_tags_hint","ru","Теги: {name}, {pkg}, {version}, {code}"
"app_name","tr","Universal Installer"
"download_notif_running_text","tr","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub","tr",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","tr","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","tr","%d%%"
"apk_info_version_detail","tr","%1$s (%2$d)"
"uninstall_current_sort_summary","tr","%1$s %2$s"
"setting_shizuku_installer_preset_play","tr","Google Play Store"
"setting_shizuku_installer_preset_aurora","tr","Aurora Store"
"setting_shizuku_installer_preset_fdroid","tr","F-Droid"
"setting_shizuku_installer_preset_amazon","tr","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","tr","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","tr","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","tr","Xiaomi GetApps"
"setting_about_app_name","tr","Universal Installer"
"setting_github_title","tr","GitHub"
"setting_telegram_title","tr","Telegram"
"setting_website_subtitle","tr","universal-installer.pwhs.app"
"setting_rate_title","tr","Uygulamayı Değerlendir"
"about_creator_subtitle","tr","Pass With High Score"
"about_license_subtitle","tr","GNU GPL v3"
"about_btn_ok","tr","Tamam"
"installer_mode_shizuku","tr","Shizuku"
"installer_mode_root","tr","Root"
"tv_sync_screen_title","tr","TV'ye Gönder"
"tv_sync_hero_title","tr","TV'nize bir uygulama gönderin"
"tv_sync_instructions","tr","TV'de Universal Installer → Yükle bölümünü açın, ardından orada gösterilen QR kodunu tarayın."
"tv_sync_btn_scan","tr","TV QR Kodunu Tara"
"tv_sync_prompt_scan","tr","TV'nizdeki QR kodunu tarayın"
"tv_sync_status_connected","tr","%1$s cihazına bağlandı"
"tv_sync_btn_choose_apk","tr","Gönderilecek APK'yı seçin"
"tv_sync_btn_rescan","tr","Farklı bir TV tara"
"tv_sync_status_sending","tr","Gönderiliyor…"
"tv_sync_status_sent","tr","Gönderildi ✓ — TV'nizden yüklemeyi onaylayın"
"tv_sync_status_failed","tr","Başarısız: %1$s"
"sync_storage_permission_title","tr","Depolama İzni Gerekli"
"sync_storage_permission_message","tr","Senkronizasyon Sunucusu'nun APK dosyalarını paylaşması ve yönetmesi için tam depolama erişimine ihtiyacı var. Lütfen Ayarlar'dan Tüm dosyalara erişim izni verin."
"sync_open_settings","tr","Ayarları Aç"
"sync_qr_code_title","tr","QR Kodunu Tara"
"sync_qr_code_message","tr","Sunucuya erişmek için kameranızı açın ve bu kodu tarayın."
"sync_close","tr","Kapat"
"sync_server_offline","tr","Sunucu Çevrimdışı"
"sync_server_starting","tr","Başlatılıyor…"
"sync_server_online","tr","Sunucu Çevrimiçi"
"sync_server_error","tr","Hata"
"sync_hero_subtitle","tr","Aynı Wi-Fi ağındaki diğer cihazlarla APK dosyalarını paylaşın."
"sync_server_mode","tr","Sunucu Modu"
"sync_server_running","tr","Çalışıyor"
"sync_server_tap_to_start","tr","Başlatmak için dokunun"
"sync_server_settings","tr","Sunucu Ayarları"
"sync_port","tr","Bağlantı Noktası"
"sync_require_pin","tr","PIN Gerekli"
"sync_require_pin_subtitle","tr","Aktarımları parolayla koruyun"
"sync_pin_code","tr","PIN Kodu"
"sync_active_downloads","tr","Aktif İndirmeler"
"sync_active_downloads_count","tr","%d indiriliyor"
"sync_no_active_downloads","tr","Aktif indirme yok"
"sync_server_url","tr","Sunucu URL'si"
"sync_active_transfer","tr","Aktif Aktarım"
"sync_active_transfers_count","tr","Aktif Aktarımlar (%d)"
"sync_add_files_to_share","tr","Paylaşılacak Dosyaları Ekle"
"sync_shared_files_count","tr","Paylaşılan Dosyalar (%1$d)"
"sync_empty_state_message","tr","Dosya paylaşmaya başlamak için sunucuyu açın"
"sync_delete_cd","tr","Sil"
"sync_percentage","tr","%%1$d"
"sync_transfer_progress","tr","%1$s / %2$s"
"sync_toast_added_skipped","tr","%1$d dosya eklendi, %2$d desteklenmeyen dosya atlandı"
"sync_toast_added","tr","Senkronizasyon Klasörüne %1$d dosya eklendi"
"sync_toast_unsupported","tr","Desteklenen hiçbir paket dosyası seçilmedi (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","tr","Dosyalar kopyalanamadı"
"file_size_gb","tr","%1$.1f GB"
"file_size_mb","tr","%1$.1f MB"
"file_size_kb","tr","%1$.0f KB"
"file_size_b","tr","%1$d B"
"setting_retry_root","tr","Root Kontrolünü Yeniden Dene"
"setting_section_interface","tr","Arayüz"
"setting_section_security","tr","Güvenlik"
"setting_lock_install_title","tr","Yüklemeleri Kilitle"
"setting_lock_install_subtitle","tr","Yüklemeyi onaylamak için biyometri gerekli"
"setting_lock_uninstall_title","tr","Kaldırmaları Kilitle"
"setting_lock_uninstall_subtitle","tr","Kaldırmayı onaylamak için biyometri gerekli"
"setting_biometric_unavailable","tr","Bu cihazda ayarlanmış bir biyometri veya cihaz kilidi yok."
"setting_section_sync_short","tr","Senkronizasyon"
"setting_sync_control_panel","tr","Senkronizasyon Kontrol Paneli"
"setting_section_advanced","tr","Gelişmiş"
"setting_vt_api_key_title","tr","VirusTotal API Anahtarı"
"setting_vt_api_key_placeholder","tr","API anahtarını buraya yapıştırın…"
"setting_diagnostics_title","tr","Teşhis"
"setting_installer_package_title","tr","Yükleyici Paketi"
"backup_settings_title","tr","Yedekleme Ayarları"
"backup_output_path","tr","Çıktı Yolu"
"backup_filename_template","tr","Dosya Adı Şablonu"
"backup_tags_hint","tr","Etiketler: {name}, {pkg}, {version}, {code}"
"app_name","uk","Universal Installer"
"download_notif_running_text","uk","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub","uk",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","uk","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","uk","%d%%"
"apk_info_version_detail","uk","%1$s (%2$d)"
"uninstall_current_sort_summary","uk","%1$s %2$s"
"setting_shizuku_installer_preset_play","uk","Google Play Маркет"
"setting_shizuku_installer_preset_aurora","uk","Aurora Store"
"setting_shizuku_installer_preset_fdroid","uk","F-Droid"
"setting_shizuku_installer_preset_amazon","uk","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","uk","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","uk","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","uk","Xiaomi GetApps"
"setting_about_app_name","uk","Universal Installer"
"setting_github_title","uk","GitHub"
"setting_telegram_title","uk","Telegram"
"setting_website_subtitle","uk","universal-installer.pwhs.app"
"setting_rate_title","uk","Оцінити додаток"
"about_creator_subtitle","uk","Pass With High Score"
"about_license_subtitle","uk","GNU GPL v3"
"about_btn_ok","uk","ОК"
"installer_mode_shizuku","uk","Shizuku"
"installer_mode_root","uk","Root"
"tv_sync_screen_title","uk","Надіслати на ТБ"
"tv_sync_hero_title","uk","Надіслати додаток на ваш ТБ"
"tv_sync_instructions","uk","На ТБ відкрийте Universal Installer → Встановити, потім відскануйте показаний там QR-код."
"tv_sync_btn_scan","uk","Сканувати QR-код ТБ"
"tv_sync_prompt_scan","uk","Відскануйте QR-код на вашому ТБ"
"tv_sync_status_connected","uk","Підключено до %1$s"
"tv_sync_btn_choose_apk","uk","Виберіть APK для надсилання"
"tv_sync_btn_rescan","uk","Сканувати інший ТБ"
"tv_sync_status_sending","uk","Надсилання…"
"tv_sync_status_sent","uk","Надіслано ✓ — підтвердьте встановлення на ТБ"
"tv_sync_status_failed","uk","Помилка: %1$s"
"sync_storage_permission_title","uk","Потрібен дозвіл на пам'ять"
"sync_storage_permission_message","uk","Серверу синхронізації потрібен повний доступ до пам'яті для обміну та керування файлами APK. Будь ласка, надайте Доступ до всіх файлів у Налаштуваннях."
"sync_open_settings","uk","Відкрити налаштування"
"sync_qr_code_title","uk","Сканувати QR-код"
"sync_qr_code_message","uk","Відкрийте камеру та відскануйте цей код, щоб отримати доступ до сервера."
"sync_close","uk","Закрити"
"sync_server_offline","uk","Сервер офлайн"
"sync_server_starting","uk","Запуск…"
"sync_server_online","uk","Сервер онлайн"
"sync_server_error","uk","Помилка"
"sync_hero_subtitle","uk","Діліться файлами APK з іншими пристроями в тій самій мережі Wi-Fi."
"sync_server_mode","uk","Режим сервера"
"sync_server_running","uk","Працює"
"sync_server_tap_to_start","uk","Торкніться, щоб почати"
"sync_server_settings","uk","Налаштування сервера"
"sync_port","uk","Порт"
"sync_require_pin","uk","Вимагати PIN"
"sync_require_pin_subtitle","uk","Захистити передачу паролем"
"sync_pin_code","uk","PIN-код"
"sync_active_downloads","uk","Активні завантаження"
"sync_active_downloads_count","uk","Завантажується %d"
"sync_no_active_downloads","uk","Немає активних завантажень"
"sync_server_url","uk","URL-адреса сервера"
"sync_active_transfer","uk","Активна передача"
"sync_active_transfers_count","uk","Активні передачі (%d)"
"sync_add_files_to_share","uk","Додати файли для обміну"
"sync_shared_files_count","uk","Спільні файли (%1$d)"
"sync_empty_state_message","uk","Увімкніть сервер, щоб почати ділитися файлами"
"sync_delete_cd","uk","Видалити"
"sync_percentage","uk","%1$d%%"
"sync_transfer_progress","uk","%1$s / %2$s"
"sync_toast_added_skipped","uk","Додано %1$d файл(ів), пропущено %2$d непідтримуваних"
"sync_toast_added","uk","Додано %1$d файл(ів) до папки синхронізації"
"sync_toast_unsupported","uk","Не вибрано жодного підтримуваного файлу пакета (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","uk","Не вдалося скопіювати файли"
"file_size_gb","uk","%1$.1f ГБ"
"file_size_mb","uk","%1$.1f МБ"
"file_size_kb","uk","%1$.0f КБ"
"file_size_b","uk","%1$d Б"
"setting_retry_root","uk","Повторити перевірку Root"
"setting_section_interface","uk","Інтерфейс"
"setting_section_security","uk","Безпека"
"setting_lock_install_title","uk","Блокувати встановлення"
"setting_lock_install_subtitle","uk","Вимагати біометрію для підтвердження встановлення"
"setting_lock_uninstall_title","uk","Блокувати видалення"
"setting_lock_uninstall_subtitle","uk","Вимагати біометрію для підтвердження видалення"
"setting_biometric_unavailable","uk","На цьому пристрої не налаштовано біометрію або блокування."
"setting_section_sync_short","uk","Синхронізація"
"setting_sync_control_panel","uk","Панель керування синхронізацією"
"setting_section_advanced","uk","Розширені"
"setting_vt_api_key_title","uk","API-ключ VirusTotal"
"setting_vt_api_key_placeholder","uk","Вставте API-ключ тут…"
"setting_diagnostics_title","uk","Діагностика"
"setting_installer_package_title","uk","Пакет встановлювача"
"backup_settings_title","uk","Налаштування резервного копіювання"
"backup_output_path","uk","Шлях виводу"
"backup_filename_template","uk","Шаблон імені файлу"
"backup_tags_hint","uk","Теги: {name}, {pkg}, {version}, {code}"
"app_name","vi","Universal Installer"
"download_notif_running_text","vi","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub","vi",".APK · .APK+ · .XAPK · .APKS · .APKM"
